 278.787879 40.000000 0 5.0 0.0 0.0 1.0e10
 557.575758 40.000000 0 5.0 0.0 0.0 1.0e10
 836.363636 40.000000 0 5.0 0.0 0.0 1.0e10
1115.151515 40.000000 0 5.0 0.0 0.0 1.0e10
1393.939394 40.000000 0 5.0 0.0 0.0 1.0e10
1672.727273 40.000000 0 5.0 0.0 0.0 1.0e10
1951.515152 40.000000 0 5.0 0.0 0.0 1.0e10
2230.303030 40.000000 0 5.0 0.0 0.0 1.0e10
2509.090909 40.000000 0 5.0 0.0 0.0 1.0e10
2787.878788 40.000000 0 5.0 0.0 0.0 1.0e10
3066.666667 40.000000 0 5.0 0.0 0.0 1.0e10
3345.454545 40.000000 0 5.0 0.0 0.0 1.0e10
3624.242424 40.000000 0 5.0 0.0 0.0 1.0e10
3903.030303 40.000000 0 5.0 0.0 0.0 1.0e10
4181.818182 40.000000 0 5.0 0.0 0.0 1.0e10
4460.606061 40.000000 0 5.0 0.0 0.0 1.0e10
4739.393939 40.000000 0 5.0 0.0 0.0 1.0e10
5018.181818 40.000000 0 5.0 0.0 0.0 1.0e10
5296.969697 40.000000 0 5.0 0.0 0.0 1.0e10
5575.757576 40.000000 0 5.0 0.0 0.0 1.0e10
5854.545455 40.000000 0 5.0 0.0 0.0 1.0e10
6133.333333 40.000000 0 5.0 0.0 0.0 1.0e10
6412.121212 40.000000 0 5.0 0.0 0.0 1.0e10
6690.909091 40.000000 0 5.0 0.0 0.0 1.0e10
6969.696970 40.000000 0 5.0 0.0 0.0 1.0e10
7248.484848 40.000000 0 5.0 0.0 0.0 1.0e10
7527.272727 40.000000 0 5.0 0.0 0.0 1.0e10
7806.060606 40.000000 0 5.0 0.0 0.0 1.0e10
8084.848485 40.000000 0 5.0 0.0 0.0 1.0e10
8363.636364 40.000000 0 5.0 0.0 0.0 1.0e10
8642.424242 40.000000 0 5.0 0.0 0.0 1.0e10
8921.212121 40.000000 0 5.0 0.0 0.0 1.0e10
