 278.787879 200.000000 0 5.0 0.0 0.0 1.0e10
 557.575758 200.000000 0 5.0 0.0 0.0 1.0e10
 836.363636 200.000000 0 5.0 0.0 0.0 1.0e10
1115.151515 200.000000 0 5.0 0.0 0.0 1.0e10
1393.939394 200.000000 0 5.0 0.0 0.0 1.0e10
1672.727273 200.000000 0 5.0 0.0 0.0 1.0e10
1951.515152 200.000000 0 5.0 0.0 0.0 1.0e10
2230.303030 200.000000 0 5.0 0.0 0.0 1.0e10
2509.090909 200.000000 0 5.0 0.0 0.0 1.0e10
2787.878788 200.000000 0 5.0 0.0 0.0 1.0e10
3066.666667 200.000000 0 5.0 0.0 0.0 1.0e10
3345.454545 200.000000 0 5.0 0.0 0.0 1.0e10
3624.242424 200.000000 0 5.0 0.0 0.0 1.0e10
3903.030303 200.000000 0 5.0 0.0 0.0 1.0e10
4181.818182 200.000000 0 5.0 0.0 0.0 1.0e10
4460.606061 200.000000 0 5.0 0.0 0.0 1.0e10
4739.393939 200.000000 0 5.0 0.0 0.0 1.0e10
5018.181818 200.000000 0 5.0 0.0 0.0 1.0e10
5296.969697 200.000000 0 5.0 0.0 0.0 1.0e10
5575.757576 200.000000 0 5.0 0.0 0.0 1.0e10
5854.545455 200.000000 0 5.0 0.0 0.0 1.0e10
6133.333333 200.000000 0 5.0 0.0 0.0 1.0e10
6412.121212 200.000000 0 5.0 0.0 0.0 1.0e10
6690.909091 200.000000 0 5.0 0.0 0.0 1.0e10
6969.696970 200.000000 0 5.0 0.0 0.0 1.0e10
7248.484848 200.000000 0 5.0 0.0 0.0 1.0e10
7527.272727 200.000000 0 5.0 0.0 0.0 1.0e10
7806.060606 200.000000 0 5.0 0.0 0.0 1.0e10
8084.848485 200.000000 0 5.0 0.0 0.0 1.0e10
8363.636364 200.000000 0 5.0 0.0 0.0 1.0e10
8642.424242 200.000000 0 5.0 0.0 0.0 1.0e10
8921.212121 200.000000 0 5.0 0.0 0.0 1.0e10
